"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SI","2023-04-16","94.7","0.63","6.26","Valdez, Framber",673962,664285,,"called_strike",,,,,4,"Josh Jung strikes out swinging.","R","R","L","HOU","TEX","S",,,2,1,2023,"1.35","0.9","-0.3","2.35",,,,0,5,"Top",,,,,455117,,,-5.3925470490489005,-137.5995516187112,-6.44806116898756,18.376896705148837,32.58167671238915,-19.434963716024093,"3.58","1.79",,,,"93.7",2202,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.59",,,,,,,,30,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",142,"0","-0.068"
"SI","2023-04-16","92.9","0.73","6.23","Valdez, Framber",673962,664285,,"foul",,,,,3,"Josh Jung strikes out swinging.","R","R","L","HOU","TEX","S",,,2,0,2023,"1.3","0.86","0.59","3.54",,,,0,5,"Top",,,,,455117,,,-3.1657932071449473,-135.3059767282909,-2.9460313944828744,16.631753623550452,30.289398457806612,-21.2368527936192,"3.58","1.73",206,"77.3",21,"92",2159,"5.8",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.72",,,,,,,,30,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",146,"0","-0.074"
"SI","2023-04-16","93.8","0.69","6.36","Valdez, Framber",673962,664285,,"ball",,,,,12,"Josh Jung strikes out swinging.","R","R","L","HOU","TEX","B",,,1,0,2023,"1.42","0.86","1.04","3.67",,,,0,5,"Top",,,,,455117,,,-2.210040285022094,-136.55827020849844,-3.08516887808599,18.157097055448272,31.90837502526808,-21.009785270947525,"3.58","1.7",,,,"93",2074,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.58",,,,,,,,30,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",144,"0","0.07"
"SI","2023-04-16","95.7","0.5","6.31","Valdez, Framber",666969,664285,"field_out","hit_into_play",,,,,4,"Adolis Garcia grounds out, catcher Martin Maldonado to first baseman Jose Abreu.","R","R","L","HOU","TEX","X",2,"ground_ball",0,0,2023,"1.49","0.54","-0.45","2.5",,,,2,4,"Top",124.84,199.21,,,455117,,,-5.8260705362899055,-139.0764318012501,-5.5586603874281355,20.695965749617734,33.4011680629951,-24.099399706432944,"3.42","1.76",1,"61.5",-67,"94.6",2177,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.6",0.217,0.195,"0",1,0,0,2,25,1,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",148,"0.013","-0.097"
"FC","2023-04-16","85.9","0.64","6.24","Valdez, Framber",663993,664285,"field_out","hit_into_play",,,,,4,"Nathaniel Lowe flies out to right fielder Kyle Tucker.","R","L","L","HOU","TEX","X",9,"fly_ball",0,1,2023,"-0.19","0.06","-0.39","2.37",,,,1,4,"Top",151.04,75.15,,,455117,,,-2.04351672793161,-125.1252409796179,-3.0143751854119802,-1.577199148175355,25.25557743553392,-31.175516417251405,"3.38","1.57",313,"92.3",41,"85.4",2561,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.62",0.003,0.003,"0",1,0,0,3,24,2,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",292,"0.019","-0.143"
"SI","2023-04-16","95.9","0.62","6.33","Valdez, Framber",663993,664285,,"called_strike",,,,,7,"Nathaniel Lowe flies out to right fielder Kyle Tucker.","R","L","L","HOU","TEX","S",,,0,0,2023,"1.32","0.73","-0.49","1.81",,,,1,4,"Top",,,,,455117,,,-5.885312411042297,-139.36067288700636,-7.896690439026195,18.527995215063136,33.15068155968841,-20.982073336798074,"3.41","1.62",,,,"95",2135,"6",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.51",,,,,,,,24,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",146,"0","-0.031"
"SI","2023-04-16","94.3","0.56","6.23","Valdez, Framber",677649,664285,,"called_strike",,,,,7,"Ezequiel Duran strikes out swinging.","R","R","L","HOU","TEX","S",,,1,1,2023,"1.41","0.96","-0.76","1.48",,,,0,4,"Top",,,,,455117,,,-6.534869662082419,-137.00441619636544,-8.695614675112866,19.22906098846657,31.638784839405115,-18.251884730062784,"3.33","1.59",,,,"93.5",2165,"6",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.47",,,,,,,,23,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",143,"0","-0.059"
"SI","2023-04-16","95.1","0.45","6.3","Valdez, Framber",677649,664285,,"ball",,,,,11,"Ezequiel Duran strikes out swinging.","R","R","L","HOU","TEX","B",,,0,1,2023,"1.14","0.77","-0.39","4.08",,,,0,4,"Top",,,,,455117,,,-4.712118499518744,-138.4246924603463,-1.86979878771067,15.656969132965612,32.61743901218756,-22.046027214875895,"3.38","1.59",,,,"94.1",2185,"5.8",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.7",,,,,,,,23,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",151,"0","0.032"
"FC","2023-04-16","82","1.02","6.21","Valdez, Framber",677649,664285,,"foul",,,,,8,"Ezequiel Duran strikes out swinging.","R","R","L","HOU","TEX","S",,,0,0,2023,"-0.34","-0.33","0.23","1.81",,,,0,4,"Top",,,,,455117,,,-1.1336849193476286,-119.5328139587399,-2.748145895276206,-3.0599187117646935,22.79183892175144,-35.069177013113716,"3.29","1.57",132,"71.3",73,"81.3",2582,"5.7",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.8",,,,,,,,23,1,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",307,"0","-0.04"
"SI","2023-04-16","95.3","0.58","6.27","Valdez, Framber",543760,664285,"field_out","hit_into_play",,,,,2,"Marcus Semien flies out to center fielder Jake Meyers.","R","R","L","HOU","TEX","X",8,"fly_ball",3,1,2023,"1.5","0.73","0.24","3.1",,,,2,3,"Top",129.92,53.96,,,455117,,,-4.2420183973716235,-138.51630231031865,-4.189785126602699,20.1995383918239,36.25181493871043,-22.004560877370317,"3.3","1.63",359,"96.5",34,"93.6",2256,"5.8",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.74",0.189,0.375,"0",1,0,0,5,18,5,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",145,"0.011","-0.167"
"SI","2023-04-16","95.6","0.63","6.21","Valdez, Framber",543760,664285,,"called_strike",,,,,7,"Marcus Semien flies out to center fielder Jake Meyers.","R","R","L","HOU","TEX","S",,,2,0,2023,"1.25","1.09","-0.42","1.72",,,,2,3,"Top",,,,,455117,,,-5.541165152973691,-138.84794453222247,-8.558673124960622,17.431393746039102,31.97050604908609,-16.30985665319011,"3.27","1.59",,,,"94.8",2316,"6",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.48",,,,,,,,18,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",145,"0","-0.038"
"SI","2023-04-16","91","0.72","6.2","Valdez, Framber",543760,664285,,"ball",,,,,3,"Marcus Semien flies out to center fielder Jake Meyers.","R","R","L","HOU","TEX","B",,,1,0,2023,"1.39","0.48","0.49","3.32",,,,2,3,"Top",,,,,455117,,,-3.541433452668416,-132.53559942586094,-2.3223504716692864,17.14821054089492,29.337701839051324,-26.254928455109663,"3.21","1.65",,,,"90.4",1814,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.58",,,,,,,,18,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",129,"0","0.036"
"SI","2023-04-16","91.5","0.75","6.19","Valdez, Framber",543760,664285,,"ball",,,,,13,"Marcus Semien flies out to center fielder Jake Meyers.","R","R","L","HOU","TEX","B",,,0,0,2023,"1.25","0.72","-0.18","1.29",,,,2,3,"Top",,,,,455117,,,-4.977439753336202,-132.95645603849616,-7.984695602179558,15.884772947587841,27.837963839637418,-22.10962149349989,"3.3","1.62",,,,"90.8",1657,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.61",,,,,,,,18,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",131,"0","0.022"
"SI","2023-04-16","94.6","0.73","6.24","Valdez, Framber",669352,664285,,"foul",,,,,4,"Bubba Thompson strikes out swinging.","R","R","L","HOU","TEX","S",,,2,0,2023,"1.51","0.78","-0.39","2.17",,,,1,3,"Top",,,,,455117,,,-6.241335330765722,-137.40375388459535,-6.521009284279826,20.531165302243775,34.92146309624259,-20.99457153729151,"3.39","1.53",,,,"93.2",2164,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.58",,,,,,,,17,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",146,"0","-0.046"
"SI","2023-04-16","94.3","0.65","6.22","Valdez, Framber",669352,664285,,"ball",,,,,13,"Bubba Thompson strikes out swinging.","R","R","L","HOU","TEX","B",,,1,0,2023,"1.46","0.71","-0.07","0.79",,,,1,3,"Top",,,,,455117,,,-5.075000716029752,-136.85625182987036,-9.84795478433178,19.387836265416652,32.967036242674986,-21.091373202230955,"3.39","1.59",,,,"93.3",2073,"6",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.47",,,,,,,,17,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",140,"0","0.045"
"FC","2023-04-16","83.6","0.9","6.2","Valdez, Framber",665750,664285,,"swinging_strike",,,,,8,"Leody Taveras grounds out, third baseman Alex Bregman to first baseman Jose Abreu.","R","R","L","HOU","TEX","S",,,0,1,2023,"-0.03","0.06","-0.15","1.82",,,,0,3,"Top",,,,,455117,,,-2.3394923596798534,-121.75571407763655,-3.77506973317188,0.1477467749362377,23.38038368589476,-31.034625359571866,"3.67","1.78",,,,"83",2487,"5.8",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.7",,,,,,,,16,2,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",309,"0","-0.058"
"SI","2023-04-16","95","0.79","6.29","Valdez, Framber",665750,664285,,"called_strike",,,,,2,"Leody Taveras grounds out, third baseman Alex Bregman to first baseman Jose Abreu.","R","R","L","HOU","TEX","S",,,0,0,2023,"1.14","0.94","0.12","3.14",,,,0,3,"Top",,,,,455117,,,-4.262449858038131,-138.15448728214042,-4.620105363243486,15.595045803693841,33.22110266381901,-19.362645317691225,"3.67","1.79",,,,"93.9",2117,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.64",,,,,,,,16,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",144,"0","-0.04"
"SI","2023-04-16","95.5","0.48","6.27","Valdez, Framber",543257,664285,,"foul",,,,,3,"Robbie Grossman strikes out swinging, catcher Martin Maldonado to first baseman Jose Abreu.","R","R","L","HOU","TEX","S",,,1,1,2023,"1.33","1.11","0.8","2.76",,641680,,2,2,"Top",,,,,455117,,,-2.121212545781216,-138.8479125415079,-5.984073355228177,17.519967568395455,35.11737570359345,-16.654483234767717,"2.97","1.43",187,"78.1",18,"94.2",2202,"5.8",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.65",,,,,,,,11,3,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",146,"0","-0.084"
"SI","2023-04-16","96.6","0.64","6.24","Valdez, Framber",641680,664285,"double","hit_into_play",,,,,5,"Jonah Heim doubles (2) on a sharp fly ball to center fielder Jake Meyers.","R","R","L","HOU","TEX","X",8,"fly_ball",3,2,2023,"1.22","1.05","-0.15","2.3",,,,2,2,"Top",94.38,69.43,,,455117,,,-4.859317568755351,-140.49421242169342,-7.2876925881301275,17.320703896228164,32.652874871029134,-16.73176775491685,"3.45","1.65",398,"103.1",23,"95.9",2201,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.56",0.8,1.302,"1.25",1,1,1,6,10,6,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",143,"-0.024","0.176"
"SI","2023-04-16","94.7","0.49","6.26","Valdez, Framber",641680,664285,,"swinging_strike",,,,,2,"Jonah Heim doubles (2) on a sharp fly ball to center fielder Jake Meyers.","R","R","L","HOU","TEX","S",,,3,1,2023,"1.38","1.04","0.02","3.26",,,,2,2,"Top",,,,,455117,,,-4.276016475650258,-137.8284251621133,-4.412003060507553,18.54111692952368,32.52071361113892,-18.168638785322493,"3.45","1.65",,,,"93.8",2170,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.62",,,,,,,,10,5,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",142,"0","-0.024"
"SI","2023-04-16","94.5","0.74","6.15","Valdez, Framber",641680,664285,,"foul_tip",,,,,8,"Jonah Heim doubles (2) on a sharp fly ball to center fielder Jake Meyers.","R","R","L","HOU","TEX","S",,,2,0,2023,"1.55","1.05","-0.18","1.87",,,,2,2,"Top",,,,,455117,,,-5.798394671116534,-137.24373947707448,-7.660205728915307,20.89069224861365,32.8571020434243,-17.33877172223774,"3.45","1.65",,,,"93.3",2209,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.61",,,,,,,,10,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",137,"0","-0.038"
"SI","2023-04-16","95.6","0.65","6.27","Valdez, Framber",641680,664285,,"ball",,,,,3,"Jonah Heim doubles (2) on a sharp fly ball to center fielder Jake Meyers.","R","R","L","HOU","TEX","B",,,1,0,2023,"1.24","0.84","0.79","3.41",,,,2,2,"Top",,,,,455117,,,-2.4269719759218686,-139.2398196012363,-3.7724080810540226,16.671225460708126,32.98653063326119,-20.558198912597202,"3.42","1.68",,,,"94.5",2221,"5.7",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.76",,,,,,,,10,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",146,"0","0.036"
"SI","2023-04-16","95.6","0.81","6.17","Valdez, Framber",641680,664285,,"ball",,,,,13,"Jonah Heim doubles (2) on a sharp fly ball to center fielder Jake Meyers.","R","R","L","HOU","TEX","B",,,0,0,2023,"1.4","0.55","-0.03","1.38",,,,2,2,"Top",,,,,455117,,,-5.343517851761715,-138.8692033967739,-8.145795070750161,19.355347215828584,33.11034030620265,-23.314368680351297,"3.49","1.7",,,,"94.7",2294,"6",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.51",,,,,,,,10,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",146,"0","0.022"
"SI","2023-04-16","95.9","0.63","6.39","Valdez, Framber",673962,664285,,"foul",,,,,6,"Josh Jung strikes out swinging.","R","R","L","HOU","TEX","S",,,2,1,2023,"1.57","0.68","0.54","2.92",,,,1,2,"Top",,,,,455117,,,-3.789397731334563,-139.4867084980243,-4.986464871566701,21.29168153708163,36.65168446034804,-22.362024889013387,"3.58","1.73",203,"76.7",36,"94.6",2170,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.55",,,,,,,,9,4,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",145,"0","-0.046"
"SI","2023-04-16","95.5","0.73","6.28","Valdez, Framber",673962,664285,,"swinging_strike",,,,,2,"Josh Jung strikes out swinging.","R","R","L","HOU","TEX","S",,,1,0,2023,"1.28","1.07","0.25","3.61",,,,1,2,"Top",,,,,455117,,,-4.141950705775894,-138.90397176614118,-3.74533684003759,17.522294608475427,34.10830620267223,-17.74331088179802,"3.58","1.73",,,,"94.7",2221,"6.1",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.42",,,,,,,,9,2,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",151,"0","-0.041"
"SI","2023-04-16","95.1","0.86","6.31","Valdez, Framber",673962,664285,,"ball",,,,,12,"Josh Jung strikes out swinging.","R","R","L","HOU","TEX","B",,,0,0,2023,"1.38","0.67","1.17","3.64",,,,1,2,"Top",,,,,455117,,,-2.2635864774553682,-138.4404496793295,-2.78031565606607,18.1856239965374,34.087988807093524,-23.131059112017343,"3.58","1.76",,,,"93.9",2071,"5.8",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.71",,,,,,,,9,1,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",147,"0","0.033"
"SI","2023-04-16","94.7","0.69","6.26","Valdez, Framber",666969,664285,"field_out","hit_into_play",,,,,4,"Adolis Garcia grounds out, third baseman Alex Bregman to first baseman Jose Abreu.","R","R","L","HOU","TEX","X",5,"ground_ball",0,0,2023,"1.29","0.73","-0.31","2.41",,,,0,2,"Top",107.56,173.52,,,455117,,,-5.426773429677497,-137.61598555498566,-5.9002949170486,17.657345940423685,33.012225431997834,-21.694419470492935,"3.42","1.76",3,"86.3",-35,"93.3",2217,"5.7",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.81",0.051,0.046,"0",1,0,0,2,8,1,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",151,"0.023","-0.238"
"FC","2023-04-16","85.9","0.8","6.24","Valdez, Framber",663993,664285,"strikeout","swinging_strike",,,,,8,"Nathaniel Lowe strikes out swinging.","R","L","L","HOU","TEX","S",2,,1,2,2023,"-0.34","-0.15","-0.09","1.76",,,,2,1,"Top",,,,,455117,,,-1.421490931519197,-125.16236123760252,-4.06708845060792,-3.32191177894161,25.261549566875026,-33.13596361504734,"3.38","1.57",,,,"85.7",2595,"6.1",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.42",,,"0",1,0,0,,3,4,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",305,"0.01","-0.067"
"FC","2023-04-16","85.3","0.9","6.11","Valdez, Framber",663993,664285,,"ball",,,,,13,"Nathaniel Lowe strikes out swinging.","R","L","L","HOU","TEX","B",,,0,2,2023,"-0.15","0.1","-1.42","1.61",,,,2,1,"Top",,,,,455117,,,-5.101383259955247,-124.10115954184711,-4.417957121678429,-0.4839325615693575,26.06452654379596,-30.428925612639446,"3.24","1.56",,,,"84.4",2605,"5.8",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.68",,,,,,,,3,3,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",289,"0","0.013"
"SI","2023-04-16","95.4","0.63","6.32","Valdez, Framber",663993,664285,,"foul",,,,,3,"Nathaniel Lowe strikes out swinging.","R","L","L","HOU","TEX","S",,,0,1,2023,"1.42","1","0.48","3.18",,,,2,1,"Top",,,,,455117,,,-3.5627258301484748,-138.70786376264985,-4.746370407206559,19.003392942426963,35.25008477147557,-18.474768390650084,"3.38","1.57",107,"63",68,"94",2158,"5.8",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.68",,,,,,,,3,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",148,"0","-0.024"
"SI","2023-04-16","96.4","0.72","6.34","Valdez, Framber",677649,664285,,"foul",,,,,8,"Ezequiel Duran strikes out swinging, catcher Martin Maldonado to first baseman Jose Abreu.","R","R","L","HOU","TEX","S",,,2,2,2023,"1.13","0.6","0.08","1.75",,,,1,1,"Top",,,,,455117,,,-4.252124817099371,-140.2019523947953,-7.909871398786822,15.830356078460682,33.3833761848986,-22.65901149567504,"3.29","1.57",,,,"95.7",2212,"6",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.46",,,,,,,,2,5,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",148,"0","0"
"SI","2023-04-16","95.5","0.7","6.28","Valdez, Framber",677649,664285,,"called_strike",,,,,4,"Ezequiel Duran strikes out swinging, catcher Martin Maldonado to first baseman Jose Abreu.","R","R","L","HOU","TEX","S",,,2,1,2023,"1.29","0.81","-0.59","2.44",,,,1,1,"Top",,,,,455117,,,-6.265881502714708,-138.8968968330348,-6.272519157070358,18.119384886562862,31.82336305023663,-20.428501201634926,"3.35","1.65",,,,"94.9",2106,"6",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.51",,,,,,,,2,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",148,"0","-0.046"
"SI","2023-04-16","96.6","0.6","6.34","Valdez, Framber",677649,664285,,"ball",,,,,13,"Ezequiel Duran strikes out swinging, catcher Martin Maldonado to first baseman Jose Abreu.","R","R","L","HOU","TEX","B",,,1,1,2023,"1.59","0.92","-1.42","1.32",,,,1,1,"Top",,,,,455117,,,-8.891744244901137,-140.0955400076755,-9.767762816854141,22.9204148345223,32.70107098809631,-17.916915577110682,"3.33","1.62",,,,"95.5",2194,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.61",,,,,,,,2,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",142,"0","0.04"
"SI","2023-04-16","95.9","0.7","6.42","Valdez, Framber",677649,664285,,"ball",,,,,14,"Ezequiel Duran strikes out swinging, catcher Martin Maldonado to first baseman Jose Abreu.","R","R","L","HOU","TEX","B",,,0,1,2023,"1.39","1.11","0.17","1.49",,,,1,1,"Top",,,,,455117,,,-4.496848588739992,-139.2975040712521,-9.827085525572341,19.07735181916261,32.57329119647639,-15.64589356706073,"3.35","1.68",,,,"94.9",2169,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.59",,,,,,,,2,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",145,"0","0.022"
"SI","2023-04-16","94.9","0.92","6.37","Valdez, Framber",677649,664285,,"called_strike",,,,,6,"Ezequiel Duran strikes out swinging, catcher Martin Maldonado to first baseman Jose Abreu.","R","R","L","HOU","TEX","S",,,0,0,2023,"1.33","0.94","0.31","2.18",,,,1,1,"Top",,,,,455117,,,-4.557354072194677,-138.02525839096702,-7.344768240942416,18.057529449487777,31.30986689711095,-18.727984517574637,"3.3","1.59",,,,"94.2",2073,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.56",,,,,,,,2,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",140,"0","-0.031"
"SI","2023-04-16","95.2","0.85","6.36","Valdez, Framber",543760,664285,"field_out","hit_into_play",,,,,5,"Marcus Semien lines out to right fielder Kyle Tucker.","R","R","L","HOU","TEX","X",9,"line_drive",0,0,2023,"1.46","0.98","0.17","2.17",,,,0,1,"Top",199.05,98.26,,,455117,,,-4.99706274688152,-138.44725305565788,-7.48165967169901,19.87565199421119,31.867950665299674,-18.00679862357765,"3.3","1.63",308,"96.6",22,"94.2",2134,"5.8",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.71",0.314,0.39,"0",1,0,0,5,1,1,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",154,"0.022","-0.238"
"SI","2023-04-10","95.5","0.44","6.05","Valdez, Framber",641511,664285,"grounded_into_double_play","hit_into_play",,,,,6,"Jason Delay grounds into a double play, shortstop Jeremy Pena to second baseman Mauricio Dubon to first baseman Jose Abreu.   Mark Mathias out at 2nd.    Jason Delay out at 1st.","R","R","L","PIT","HOU","X",6,"ground_ball",0,0,2023,"1.39","0.66","0.65","2.33",656582,,664029,1,7,"Bot",112.67,152.08,,,455117,,,-2.5758768574652864,-138.94065023762332,-5.588181753782108,18.51123668443041,32.87972587317747,-22.52510686357311,"3.3","1.52",9,"92.5",-13,"94.6",2143,"5.9",718632,664285,455117,547989,643289,608324,665161,670541,676801,663656,"54.57",0.149,0.137,"0",1,0,0,2,68,1,"Sinker",2,8,2,8,8,2,2,8,"Standard","Standard",145,"-0.024","-0.675"
"SI","2023-04-10","96","0.35","6.07","Valdez, Framber",664029,664285,"force_out","hit_into_play",,,,,4,"Mark Mathias grounds into a force out, pitcher Framber Valdez to second baseman Mauricio Dubon.   Connor Joe to 3rd.    Rodolfo Castro out at 2nd.    Mark Mathias to 1st.","R","R","L","PIT","HOU","X",1,"ground_ball",2,2,2023,"1.27","0.81","-0.29","2.25",,656582,666801,0,7,"Bot",129.03,183.59,,,455117,,,-4.577315100922518,-139.68110649327127,-6.312343078895871,17.721219152521662,31.59203641106342,-20.38675466856801,"3.33","1.58",15,"100",-8,"95.6",2196,"6.1",718632,664285,455117,547989,643289,608324,665161,670541,676801,663656,"54.4",0.24,0.216,"0",1,0,0,2,67,6,"Sinker",2,8,2,8,8,2,2,8,"Standard","Standard",149,"-0.018","-0.51"
"SI","2023-04-10","95","0.49","6.13","Valdez, Framber",664029,664285,,"called_strike",,,,,3,"Mark Mathias grounds into a force out, pitcher Framber Valdez to second baseman Mauricio Dubon.   Connor Joe to 3rd.    Rodolfo Castro out at 2nd.    Mark Mathias to 1st.","R","R","L","PIT","HOU","S",,,2,1,2023,"1.27","0.52","0.53","3.08",,656582,666801,0,7,"Bot",,,,,455117,,,-2.6995084837035277,-138.37479305460295,-3.472414136572811,16.865381947444927,30.879515212029993,-24.99158587464443,"3.25","1.43",,,,"94.4",2199,"5.9",718632,664285,455117,547989,643289,608324,665161,670541,676801,663656,"54.61",,,,,,,,67,4,"Sinker",2,8,2,8,8,2,2,8,"Standard","Standard",148,"0","-0.194"
"SI","2023-04-10","93.3","0.58","6.09","Valdez, Framber",664029,664285,,"called_strike",,,,,3,"Mark Mathias grounds into a force out, pitcher Framber Valdez to second baseman Mauricio Dubon.   Connor Joe to 3rd.    Rodolfo Castro out at 2nd.    Mark Mathias to 1st.","R","R","L","PIT","HOU","S",,,2,0,2023,"1.28","0.69","0.32","2.89",,656582,666801,0,7,"Bot",,,,,455117,,,-3.488157367395149,-135.89580340661254,-4.009911968745737,16.691654870564918,28.66275942452823,-22.957959795530765,"3.25","1.53",,,,"93.3",2226,"6.2",718632,664285,455117,547989,643289,608324,665161,670541,676801,663656,"54.33",,,,,,,,67,3,"Sinker",2,8,2,8,8,2,2,8,"Standard","Standard",153,"0","-0.24"
"SI","2023-04-10","93.6","0.56","6.07","Valdez, Framber",664029,664285,,"ball",,,,,12,"Mark Mathias grounds into a force out, pitcher Framber Valdez to second baseman Mauricio Dubon.   Connor Joe to 3rd.    Rodolfo Castro out at 2nd.    Mark Mathias to 1st.","R","R","L","PIT","HOU","B",,,1,0,2023,"1.22","0.49","1.23","3.25",,656582,666801,0,7,"Bot",,,,,455117,,,-0.937397914151266,-136.45128504863473,-2.651060168901183,15.452913656058225,28.44480542754313,-25.654883802582695,"3.2","1.51",,,,"93.4",2086,"6",718632,664285,455117,547989,643289,608324,665161,670541,676801,663656,"54.55",,,,,,,,67,2,"Sinker",2,8,2,8,8,2,2,8,"Standard","Standard",145,"0","0.191"
