"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SI","2022-08-17","94.7","0.84","6.18","Valdez, Framber",518735,664285,"single","hit_into_play",,,,,2,"Yasmani Grandal singles on a ground ball to left fielder Yordan Alvarez.","R","R","L","CWS","HOU","X",7,"ground_ball",0,0,2022,"1.1","0.61","0.02","2.95",,,,2,6,"Bot",77.07,113.54,,,455117,,,-4.5061213750494185,-137.83443826556615,-4.099868334090054,14.969330871135297,30.38732045013909,-23.650258798653706,"3.16","1.49",132,"105.6",7,"93.4",2266,"5.5",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.99",0.626,0.589,"0.9",1,1,0,4,49,1,"Sinker",2,3,2,3,3,2,2,3,"Standard","Standard",145,"0.023","0.118"
"SI","2022-08-17","93.4","0.66","6.09","Valdez, Framber",660162,664285,,"ball",,,,,7,"Yoan Moncada grounds into a double play, third baseman Alex Bregman to second baseman Jose Altuve to first baseman Yuli Gurriel.   Jose Abreu out at 2nd.    Yoan Moncada out at 1st.","R","R","L","CWS","HOU","B",,,0,0,2022,"0.96","0.69","-0.8","1.46",,,547989,0,6,"Bot",,,,,455117,,,-5.8256587641460005,-135.75499850714516,-7.667345256734449,13.170863163036461,28.095749940644055,-22.185672647739747,"3.28","1.44",,,,"92.9",2158,"5.9",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.57",,,,,,,,48,1,"Sinker",2,3,2,3,3,2,2,3,"Standard","Standard",145,"0","0.059"
"FF","2022-08-17","95.4","0.62","6.17","Valdez, Framber",547989,664285,"single","hit_into_play",,,,,5,"Jose Abreu singles on a sharp ground ball to center fielder Chas McCormick.","R","R","L","CWS","HOU","X",8,"ground_ball",0,2,2022,"0.85","0.68","0.05","2.27",,,,0,6,"Bot",114.63,102.88,,,455117,,,-3.378327544533588,-138.85359246343066,-6.129704868228518,11.723472648906174,29.40890783202625,-22.270363846285427,"3.42","1.61",45,"108.6",-1,"94.8",2226,"5.8",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.68",0.477,0.429,"0.9",1,1,0,4,47,3,"4-Seam Fastball",2,3,2,3,3,2,2,3,"Standard","Standard",145,"0.064","0.475"
"FF","2022-08-17","95","0.74","6.17","Valdez, Framber",547989,664285,,"called_strike",,,,,4,"Jose Abreu singles on a sharp ground ball to center fielder Chas McCormick.","R","R","L","CWS","HOU","S",,,0,1,2022,"0.71","0.6","-0.37","2.37",,,,0,6,"Bot",,,,,455117,,,-4.459028364555706,-138.275670711559,-5.634464425110402,10.138736528304714,27.954076161007286,-23.51380743788369,"3.36","1.5",,,,"94.4",2162,"5.7",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.79",,,,,,,,47,2,"4-Seam Fastball",2,3,2,3,3,2,2,3,"Standard","Standard",140,"0","-0.046"
"SI","2022-08-17","93.3","1","6.13","Valdez, Framber",547989,664285,,"foul",,,,,5,"Jose Abreu singles on a sharp ground ball to center fielder Chas McCormick.","R","R","L","CWS","HOU","S",,,0,0,2022,"1.11","0.41","0.25","2.63",,,,0,6,"Bot",,,,,455117,,,-4.301923945970406,-135.83381492168718,-4.114145115603357,14.692435212710139,29.425324069932913,-26.3576091119418,"3.42","1.61",260,"100.4",15,"92.2",2151,"5.6",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.92",,,,,,,,47,1,"Sinker",2,3,2,3,3,2,2,3,"Standard","Standard",139,"0","-0.034"
"FC","2022-08-17","82.8","0.96","6.04","Valdez, Framber",572041,664285,,"swinging_strike",,,,,2,"AJ Pollock grounds out sharply, third baseman Alex Bregman to first baseman Yuli Gurriel.","R","R","L","CWS","HOU","S",,,0,0,2022,"-0.44","-0.4","-0.1","3.36",,,,1,5,"Bot",,,,,455117,,,-1.5573090751657734,-120.74453547556988,0.9990974231366303,-4.091255870949175,19.82978962682151,-36.45812960664696,"3.51","1.72",,,,"82.3",2571,"5.5",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"55.01",,,,,,,,41,1,"Cutter",2,3,2,3,3,2,2,3,"Standard","Standard",319,"0","-0.024"
"SI","2022-08-17","93.2","0.92","6.22","Valdez, Framber",663853,664285,"field_out","hit_into_play",,,,,5,"Romy Gonzalez flies out to right fielder Kyle Tucker.","R","R","L","CWS","HOU","X",9,"fly_ball",2,1,2022,"0.94","0.62","-0.1","2.66",,,,0,5,"Bot",185.38,84.68,,,455117,,,-4.588436237014836,-135.63861688887803,-4.684363406369265,12.568582020122578,30.022008354776787,-23.63921703690652,"3.38","1.59",319,"92.1",27,"91.6",2256,"5.3",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"55.17",0.129,0.165,"0",1,0,0,3,40,4,"Sinker",2,3,2,3,3,2,2,3,"Standard","Standard",145,"-0.034","-0.261"
"SI","2022-08-17","93.5","0.8","6.25","Valdez, Framber",663853,664285,,"ball",,,,,12,"Romy Gonzalez flies out to right fielder Kyle Tucker.","R","R","L","CWS","HOU","B",,,1,1,2022,"0.96","0.63","0.92","3.12",,,,0,5,"Bot",,,,,455117,,,-1.7815750596298556,-136.10162950182357,-3.637458641233996,12.326118414438357,30.35507078904828,-23.80771202250877,"3.47","1.63",,,,"91.7",2205,"5.2",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"55.26",,,,,,,,40,3,"Sinker",2,3,2,3,3,2,2,3,"Standard","Standard",147,"0","0.049"
"SI","2022-08-17","92.6","1.04","6.2","Valdez, Framber",663853,664285,,"called_strike",,,,,6,"Romy Gonzalez flies out to right fielder Kyle Tucker.","R","R","L","CWS","HOU","S",,,1,0,2022,"1.16","0.63","0.51","2.5",,,,0,5,"Bot",,,,,455117,,,-3.826535778975723,-134.76324164581956,-4.923387796716441,14.98774734659023,30.31762878083315,-23.57437950771009,"3.42","1.65",,,,"91",2222,"5.4",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"55.1",,,,,,,,40,2,"Sinker",2,3,2,3,3,2,2,3,"Standard","Standard",145,"0","-0.043"
"SI","2022-08-17","95.8","0.66","6.24","Valdez, Framber",641553,664285,,"called_strike",,,,,7,"Adam Engel called out on strikes.","R","R","L","CWS","HOU","S",,,0,1,2022,"1.05","0.73","-0.74","2.11",660162,,,2,4,"Bot",,,,,455117,,,-5.996571086871321,-139.30819512455452,-6.850481046647019,15.045735454511705,32.839351710350876,-21.326208375461192,"3.4","1.64",,,,"94.4",2222,"5.6",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.89",,,,,,,,35,2,"Sinker",2,3,2,3,3,2,2,3,"Standard","Standard",142,"0","-0.084"
"SI","2022-08-17","96.2","0.91","6.1","Valdez, Framber",641553,664285,,"called_strike",,,,,8,"Adam Engel called out on strikes.","R","R","L","CWS","HOU","S",,,0,0,2022,"1.2","0.17","-0.24","1.64",660162,,,2,4,"Bot",,,,,455117,,,-5.696769314836426,-139.83052182566527,-6.525113432046765,17.043737019995888,33.49612313669327,-28.63548209847634,"3.42","1.64",,,,"94.8",2094,"5.7",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.83",,,,,,,,35,1,"Sinker",2,3,2,3,3,2,2,3,"Standard","Standard",137,"0","-0.05"
"SI","2022-08-17","93.8","0.86","6.03","Valdez, Framber",543281,664285,"grounded_into_double_play","hit_into_play",,,,,4,"Josh Harrison grounds into a double play, shortstop Jeremy Pena to second baseman Jose Altuve to first baseman Yuli Gurriel.   Jose Abreu scores.    Yoan Moncada to 3rd.    Yasmani Grandal out at 2nd.    Josh Harrison out at 1st.","R","R","L","CWS","HOU","X",6,"ground_ball",0,0,2022,"0.99","0.48","-0.44","2.57",547989,660162,518735,0,4,"Bot",109.05,157.19,,,455117,,,-5.482257390739634,-136.5166999910511,-4.243453019014271,13.571896542868007,30.03415102561915,-25.463319210706814,"3.46","1.63",7,"98.7",-18,"93.2",2045,"5.9",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.6",0.126,0.113,"0",1,0,0,2,34,1,"Sinker",1,3,1,3,3,2,2,3,"Standard","Standard",134,"-0.119","-0.716"
"SI","2022-08-17","94.2","1.03","6.05","Valdez, Framber",518735,664285,"walk","ball",,,,,13,"Yasmani Grandal walks.","R","R","L","CWS","HOU","B",,,3,1,2022,"1.09","0.45","-0.44","1.15",547989,660162,,0,4,"Bot",,,,,455117,,,-6.213251679395652,-136.98488081955546,-8.003038272635829,15.055637023656422,29.09592624932663,-24.979224217309078,"3.22","1.51",,,,"93.9",2188,"6.1",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.44",,,"0.7",1,0,0,,33,5,"Sinker",1,3,1,3,3,1,1,3,"Standard","Standard",140,"0.037","0.247"
"FF","2022-08-17","95.1","0.98","6.11","Valdez, Framber",518735,664285,,"ball",,,,,11,"Yasmani Grandal walks.","R","R","L","CWS","HOU","B",,,2,1,2022,"0.82","0.54","-0.88","3.24",547989,660162,,0,4,"Bot",,,,,455117,,,-6.665511794090845,-138.50859527278462,-3.1351483615727203,12.033161436454968,28.041637131265027,-24.709143449266897,"3.22","1.53",,,,"94.6",2256,"5.7",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.76",,,,,,,,33,4,"4-Seam Fastball",1,3,1,3,3,1,1,3,"Standard","Standard",147,"0","0.219"
"SI","2022-08-17","93.7","0.96","6.11","Valdez, Framber",518735,664285,,"called_strike",,,,,7,"Yasmani Grandal walks.","R","R","L","CWS","HOU","S",,,2,0,2022,"1","0.43","-0.3","1.66",547989,660162,,0,4,"Bot",,,,,455117,,,-5.381405387627063,-136.4009003141467,-6.667623594218443,13.621971537340391,27.552695530857218,-25.64917555914148,"3.2","1.45",,,,"92.8",2211,"5.5",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.97",,,,,,,,33,3,"Sinker",1,3,1,3,3,1,1,3,"Standard","Standard",141,"0","-0.175"
"SI","2022-08-17","93.4","0.93","6.09","Valdez, Framber",660162,664285,"double","hit_into_play",,,,,7,"Yoan Moncada doubles (11) on a ground ball to left fielder Yordan Alvarez, deflected by third baseman Alex Bregman.   Eloy Jimenez scores.    Jose Abreu to 3rd.","R","R","L","CWS","HOU","X",5,"ground_ball",3,1,2022,"0.84","0.55","-0.4","1.78",,650391,547989,0,4,"Bot",60.83,124.2,,,455117,,,-5.205419289101893,-135.837994004733,-6.508041056699177,11.533276399187697,28.755764652095227,-24.168303859257744,"3.3","1.51",18,"100.2",-5,"92.5",2100,"5.7",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.79",0.28,0.252,"1.25",1,1,1,2,32,5,"Sinker",0,3,0,3,3,1,1,3,"Standard","Standard",141,"0.177","1.062"
"SI","2022-08-17","92.7","0.82","6.09","Valdez, Framber",660162,664285,,"foul",,,,,5,"Yoan Moncada doubles (11) on a ground ball to left fielder Yordan Alvarez, deflected by third baseman Alex Bregman.   Eloy Jimenez scores.    Jose Abreu to 3rd.","R","R","L","CWS","HOU","S",,,2,0,2022,"1.37","0.26","-0.12","2.3",,650391,547989,0,4,"Bot",,,,,455117,,,-5.343481720371975,-134.74765116727278,-4.350038591234879,17.789221061155597,31.748940640751623,-28.27234863536455,"3.3","1.51",4,"81.4",-34,"91.6",2114,"5.9",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.65",,,,,,,,32,3,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",140,"0","-0.109"
"SI","2022-08-17","93.8","0.67","6.14","Valdez, Framber",660162,664285,,"ball",,,,,13,"Yoan Moncada doubles (11) on a ground ball to left fielder Yordan Alvarez, deflected by third baseman Alex Bregman.   Eloy Jimenez scores.    Jose Abreu to 3rd.","R","R","L","CWS","HOU","B",,,1,0,2022,"1.31","0.35","-0.86","1.43",,650391,547989,0,4,"Bot",,,,,455117,,,-6.77889026829957,-136.2088166461536,-7.04698118239963,17.86648822219754,33.651353239916254,-26.373570008772553,"3.23","1.4",,,,"92.3",2079,"5.8",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.71",,,,,,,,32,2,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",141,"0","0.121"
"SI","2022-08-17","94.5","0.67","6.18","Valdez, Framber",547989,664285,,"swinging_strike",,,,,12,"Jose Abreu walks.   Eloy Jimenez to 2nd.","R","R","L","CWS","HOU","S",,,2,1,2022,"1.23","0.75","1.12","2.84",,,650391,0,4,"Bot",,,,,455117,,,-1.5343414567590155,-137.63530126274017,-4.67779470407976,15.993882940607246,30.575787412244843,-21.791928303237572,"3.42","1.61",,,,"93.7",2157,"5.8",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.73",,,,,,,,31,4,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",143,"0","-0.099"
"SI","2022-08-17","94.3","0.49","6.19","Valdez, Framber",547989,664285,,"ball",,,,,13,"Jose Abreu walks.   Eloy Jimenez to 2nd.","R","R","L","CWS","HOU","B",,,1,1,2022,"1.05","0.99","-1.46","1.83",,,650391,0,4,"Bot",,,,,455117,,,-7.345441729342412,-137.02841072810227,-7.779010758259457,14.875821427571395,30.020620744173254,-18.1224947889018,"3.29","1.46",,,,"93.5",2189,"5.9",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.62",,,,,,,,31,3,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",142,"0","0.096"
"SI","2022-08-17","95.2","0.45","6.23","Valdez, Framber",547989,664285,,"ball",,,,,11,"Jose Abreu walks.   Eloy Jimenez to 2nd.","R","R","L","CWS","HOU","B",,,0,1,2022,"1.01","0.87","-1.22","2.78",,,650391,0,4,"Bot",,,,,455117,,,-6.599006252664699,-138.4464208347442,-5.327300244490242,14.495924544744671,30.59471303500318,-19.9978516616182,"3.36","1.5",,,,"94.5",2253,"5.9",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.61",,,,,,,,31,2,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",138,"0","0.051"
"FF","2022-08-17","92.5","0.69","6.23","Valdez, Framber",547989,664285,,"called_strike",,,,,1,"Jose Abreu walks.   Eloy Jimenez to 2nd.","R","R","L","CWS","HOU","S",,,0,0,2022,"0.78","0.9","-0.74","2.92",,,650391,0,4,"Bot",,,,,455117,,,-5.290396374672477,-134.73548339161167,-4.59928571967309,10.66619169646434,26.693316864675136,-20.40316952819943,"3.33","1.52",,,,"91.5",2088,"5.4",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"55.06",,,,,,,,31,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",155,"0","-0.066"
"SI","2022-08-17","94.7","0.75","6.23","Valdez, Framber",650391,664285,"single","hit_into_play",,,,,7,"Eloy Jimenez singles on a sharp ground ball to center fielder Chas McCormick.","R","R","L","CWS","HOU","X",8,"ground_ball",1,1,2022,"1","0.59","-0.4","2.07",,,,0,4,"Bot",127.83,102.88,,,455117,,,-5.149857504510484,-137.81361850223843,-6.4340731570796725,13.924414049541502,29.91549915315789,-23.489852043854174,"3.39","1.68",11,"100",-10,"93.7",2264,"5.6",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.89",0.269,0.257,"0.9",1,1,0,2,30,3,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",146,"0.042","0.404"
"SI","2022-08-17","92.6","1.07","6.19","Valdez, Framber",650391,664285,,"called_strike",,,,,4,"Eloy Jimenez singles on a sharp ground ball to center fielder Chas McCormick.","R","R","L","CWS","HOU","S",,,0,0,2022,"1.2","0.46","-0.31","2.22",,,,0,4,"Bot",,,,,455117,,,-6.078788177406749,-134.73637726469195,-5.303308790866193,15.926336395125348,28.8293805452307,-25.62588221846101,"3.37","1.59",,,,"91.8",2181,"5.8",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.73",,,,,,,,30,1,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",141,"0","-0.034"
"SI","2022-08-17","96.5","0.6","6.15","Valdez, Framber",683734,664285,"field_out","hit_into_play",,,,,8,"Andrew Vaughn grounds out, second baseman Jose Altuve to first baseman Yuli Gurriel.","R","R","L","CWS","HOU","X",4,"ground_ball",1,2,2022,"1.27","0.44","0.18","1.99",,663853,,2,3,"Bot",143.06,145.01,,,455117,,,-3.959591558424063,-140.52446750768848,-6.509668405135222,17.799258272566966,29.37127459883291,-25.187584606818014,"3.25","1.56",4,"96.4",-25,"96.3",2221,"5.9",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.56",0.091,0.082,"0",1,0,0,2,22,4,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",145,"-0.04","-0.231"
"FC","2022-08-17","81.5","0.9","5.98","Valdez, Framber",572041,664285,,"ball",,,,,13,"AJ Pollock strikes out swinging.","R","R","L","CWS","HOU","B",,,0,0,2022,"-0.27","-0.48","-1.07","1.15",,663853,,1,3,"Bot",,,,,455117,,,-3.8734164405908507,-118.65189864768674,-3.3640898951058573,-1.884440221031917,21.460585381237497,-36.30460025235653,"3.53","1.65",,,,"81.2",2622,"5.9",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.57",,,,,,,,21,1,"Cutter",0,1,0,1,1,0,0,1,"Standard","Standard",325,"0","0.028"
"SI","2022-08-17","94.8","0.83","6.16","Valdez, Framber",663853,664285,"double","hit_into_play",,,,,5,"Romy Gonzalez doubles (1) on a sharp fly ball to right fielder Kyle Tucker.","R","R","L","CWS","HOU","X",9,"fly_ball",0,0,2022,"1.21","0.3","0.06","2.55",,,,1,3,"Bot",200.21,80.73,,,455117,,,-4.6597812750248675,-137.9449130618444,-4.398395334934278,16.43269865616699,30.361650443939265,-27.54163075478968,"3.38","1.59",345,"103.4",23,"93.7",2113,"5.6",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.86",0.706,1.1,"1.25",1,1,1,6,20,1,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",142,"0.05","0.421"
"SI","2022-08-17","94.7","0.76","6.23","Valdez, Framber",543281,664285,,"called_strike",,,,,7,"Josh Harrison grounds out, second baseman Jose Altuve to first baseman Yuli Gurriel.","R","R","L","CWS","HOU","S",,,2,1,2022,"1.05","0.85","-0.44","1.87",,,,2,2,"Bot",,,,,455117,,,-5.411284486845297,-137.68761438272165,-7.487774035584479,14.564576673866316,32.29724471074751,-19.810196127285728,"3.42","1.52",,,,"93.1",2276,"5.5",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.97",,,,,,,,14,4,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",149,"0","-0.031"
"SI","2022-08-17","96","0.76","6.19","Valdez, Framber",543281,664285,,"called_strike",,,,,1,"Josh Harrison grounds out, second baseman Jose Altuve to first baseman Yuli Gurriel.","R","R","L","CWS","HOU","S",,,0,0,2022,"1.32","0.43","-0.49","3.33",,,,2,2,"Bot",,,,,455117,,,-6.222107870784156,-139.68414601634572,-2.9269583786814763,18.703919771603143,31.198692025719364,-26.04728782763994,"3.48","1.52",,,,"95.1",2298,"5.7",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.77",,,,,,,,14,1,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",150,"0","-0.017"
"SI","2022-08-17","95.2","1.04","6.19","Valdez, Framber",518735,664285,"field_out","hit_into_play",,,,,4,"Yasmani Grandal grounds out sharply, shortstop Jeremy Pena to first baseman Yuli Gurriel.","R","R","L","CWS","HOU","X",6,"ground_ball",2,1,2022,"1.18","0.65","-0.68","2.23",,,,1,2,"Bot",111.56,131.9,,,455117,,,-7.03364512363489,-138.44646289187796,-6.195589101758129,16.65673763650494,27.459612447585997,-22.701338820654946,"3.16","1.49",6,"103.6",-21,"94.4",2288,"5.6",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.9",0.2,0.202,"0",1,0,0,2,13,4,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",145,"-0.018","-0.181"
"SI","2022-08-17","95.7","0.72","6.25","Valdez, Framber",518735,664285,,"ball",,,,,11,"Yasmani Grandal grounds out sharply, shortstop Jeremy Pena to first baseman Yuli Gurriel.","R","R","L","CWS","HOU","B",,,0,1,2022,"1.06","0.48","-0.84","2.55",,,,1,2,"Bot",,,,,455117,,,-6.420673080712466,-139.34855006190588,-5.26209632989173,15.168390341300515,28.055576985614028,-25.00177010221844,"3.27","1.51",,,,"95.1",2243,"5.6",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.86",,,,,,,,13,2,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",143,"0","0.016"
"SI","2022-08-17","94","0.97","6.28","Valdez, Framber",518735,664285,,"called_strike",,,,,2,"Yasmani Grandal grounds out sharply, shortstop Jeremy Pena to first baseman Yuli Gurriel.","R","R","L","CWS","HOU","S",,,0,0,2022,"1.01","0.4","0.17","2.81",,,,1,2,"Bot",,,,,455117,,,-4.2927735557466935,-136.9049110464797,-4.163027785140969,13.70440061686123,28.635314453869068,-26.501831482899046,"3.27","1.51",,,,"93.5",2043,"5.8",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.67",,,,,,,,13,1,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",145,"0","-0.024"
"SI","2022-08-17","92.6","1.06","6.22","Valdez, Framber",660162,664285,,"called_strike",,,,,9,"Yoan Moncada strikes out swinging.","R","R","L","CWS","HOU","S",,,1,0,2022,"1.18","0.44","0.39","1.72",,,,0,2,"Bot",,,,,455117,,,-4.112527709827449,-134.6794454773592,-6.515412835428793,15.26438212797951,28.4322868130803,-25.567276252097486,"3.3","1.51",,,,"91.7",2130,"5.7",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.83",,,,,,,,12,2,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",144,"0","-0.043"
"SI","2022-08-17","93.1","1.09","6.21","Valdez, Framber",660162,664285,,"ball",,,,,12,"Yoan Moncada strikes out swinging.","R","R","L","CWS","HOU","B",,,0,0,2022,"1.16","0.38","0.98","3.81",,,,0,2,"Bot",,,,,455117,,,-2.739889862359245,-135.5824539102694,-1.1662065084706832,14.953048427642905,30.02869180554137,-27.492451856653783,"3.26","1.44",,,,"91.9",2296,"5.6",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.94",,,,,,,,12,1,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",147,"0","0.033"
"SI","2022-08-17","94.8","0.55","6.22","Valdez, Framber",547989,664285,,"ball",,,,,11,"Jose Abreu strikes out swinging.","R","R","L","CWS","HOU","B",,,0,1,2022,"1.2","0.57","-1.28","3.7",,,650391,2,1,"Bot",,,,,455117,,,-7.394256908592363,-137.80478057948244,-2.1479631032220827,16.952530725857006,31.945221599799876,-24.608859788116828,"3.33","1.48",,,,"93.8",2215,"5.9",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.65",,,,,,,,8,2,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",149,"0","0.026"
"SI","2022-08-17","93.4","0.72","6.24","Valdez, Framber",547989,664285,,"called_strike",,,,,1,"Jose Abreu strikes out swinging.","R","R","L","CWS","HOU","S",,,0,0,2022,"1.28","0.67","-0.72","3.16",,,650391,2,1,"Bot",,,,,455117,,,-6.453171763039277,-135.86531042601553,-3.624397696250206,17.25298282908282,29.564768262123465,-23.33633845265592,"3.27","1.5",,,,"92.6",2179,"5.8",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.7",,,,,,,,8,1,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",146,"0","-0.035"
"SI","2022-08-17","92.9","1.23","6.12","Valdez, Framber",650391,664285,"walk","ball",,,,,11,"Eloy Jimenez walks.","R","R","L","CWS","HOU","B",,,3,1,2022,"1.04","0.47","-1.39","2.56",,,,2,1,"Bot",,,,,455117,,,-8.89850361784114,-135.06259030453162,-4.336120801428723,14.676377037405901,28.12887897073725,-25.602121253453973,"3.39","1.72",,,,"92.2",2299,"5.8",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.67",,,"0.7",1,0,0,,7,5,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",141,"0.014","0.065"
"SI","2022-08-17","95.1","0.74","6.13","Valdez, Framber",650391,664285,,"ball",,,,,13,"Eloy Jimenez walks.","R","R","L","CWS","HOU","B",,,2,1,2022,"1.24","0.84","-1.16","0.66",,,,2,1,"Bot",,,,,455117,,,-7.658659163680979,-138.05147466693532,-10.469822400237835,17.554593416903103,29.57084273186433,-19.249412752177935,"3.41","1.62",,,,"94.1",2243,"5.8",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.72",,,,,,,,7,4,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",140,"0","0.039"
"SI","2022-08-17","94.1","0.83","6.17","Valdez, Framber",650391,664285,,"called_strike",,,,,13,"Eloy Jimenez walks.","R","R","L","CWS","HOU","S",,,2,0,2022,"1.34","0.76","-0.8","1.51",,,,2,1,"Bot",,,,,455117,,,-7.1326037584617135,-136.6339888864602,-7.98324725435003,18.383113845079396,29.86627958381946,-21.10247267980544,"3.49","1.7",,,,"93.2",2263,"5.8",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.66",,,,,,,,7,3,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",145,"0","-0.023"
"SI","2022-08-17","95.7","0.92","6.24","Valdez, Framber",650391,664285,,"ball",,,,,13,"Eloy Jimenez walks.","R","R","L","CWS","HOU","B",,,1,0,2022,"1.13","0.55","-1.29","1.25",,,,2,1,"Bot",,,,,455117,,,-8.302959838513235,-138.96118448383828,-8.68400712412835,16.56513579903277,31.551901443107734,-23.244511243889047,"3.43","1.68",,,,"94.8",2334,"5.9",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.58",,,,,,,,7,2,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",144,"0","0.023"
"SI","2022-08-17","93.9","0.93","6.28","Valdez, Framber",683734,664285,,"foul",,,,,6,"Andrew Vaughn strikes out swinging.","R","R","L","CWS","HOU","S",,,0,1,2022,"1.1","0.57","0.73","2.41",,,,1,1,"Bot",,,,,455117,,,-2.929394678622902,-136.64120608586123,-5.5136731007526745,14.457538068203016,31.123972692621454,-23.96097786263403,"3.25","1.56",229,"84.5",20,"92.9",2159,"5.7",661447,664285,455117,493329,514888,608324,665161,670541,676801,663656,"54.75",,,,,,,,6,2,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",148,"0","-0.031"
