"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SI","2022-06-23","94","0.89","5.98","Valdez, Framber",518934,664285,,"ball",,,,,13,"DJ LeMahieu walks.","R","R","L","NYY","HOU","B",,,1,0,2022,"0.96","0.55","-1.15","2.58",,,,0,1,"Bot",,,,,455117,,,-7.387709878880274,-136.67807227912184,-4.303910968471829,13.681445337333468,30.219828113856938,-24.503217066237177,"3.55","1.74",,,,"93.6",2196,"6.1",661325,664285,455117,493329,514888,608324,643289,670541,642350,663656,"54.42",,,,,,,,7,2,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",151,"0","0.063"
"FF","2022-06-23","93.5","0.76","6.08","Valdez, Framber",518934,664285,,"ball",,,,,11,"DJ LeMahieu walks.","R","R","L","NYY","HOU","B",,,0,0,2022,"0.73","0.56","-1.12","2.96",,,,0,1,"Bot",,,,,455117,,,-6.433193862484186,-136.0910534117681,-3.5162650164102756,10.538435546217398,29.917518403056704,-24.68176347794202,"3.6","1.76",,,,"93",2203,"6",661325,664285,455117,493329,514888,608324,643289,670541,642350,663656,"54.55",,,,,,,,7,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",154,"0","0.033"
"SI","2022-06-17","93","0.8","6.19","Valdez, Framber",544725,664285,"field_out","hit_into_play",,,,,12,"Leury Garcia grounds out softly to first baseman Yuli Gurriel.","R","R","L","HOU","CWS","X",3,"ground_ball",0,0,2022,"1.01","0.7","0.21","3.77",,,543281,2,6,"Top",150.42,176.6,,,455117,,,-3.6833690580644944,-135.3182915896105,-1.8639878858172074,13.185236273696784,33.35577472750671,-23.491658237692636,"3.29","1.57",24,"55",-5,"91.9",2131,"5.9",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.59",0.106,0.095,"0",1,0,0,1,45,1,"Sinker",3,3,3,3,3,3,3,3,"Standard","Standard",151,"0.035","-0.218"
"SI","2022-06-17","95.4","0.55","6.26","Valdez, Framber",543281,664285,,"ball",,,,,12,"Josh Harrison singles on a sharp line drive to left fielder Yordan Alvarez.","R","R","L","HOU","CWS","B",,,2,2,2022,"1.41","0.54","1.56","3.09",,,,2,6,"Top",,,,,455117,,,-0.5076298945095438,-138.90987056726175,-3.802013240757052,18.24270384830415,34.84756433173458,-24.551494481354663,"3.47","1.48",,,,"93.9",2212,"5.6",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.88",,,,,,,,44,6,"Sinker",3,3,3,3,3,3,3,3,"Standard","Standard",150,"0","0.033"
"SI","2022-06-17","93.4","0.94","6.13","Valdez, Framber",543281,664285,,"foul",,,,,5,"Josh Harrison singles on a sharp line drive to left fielder Yordan Alvarez.","R","R","L","HOU","CWS","S",,,0,0,2022,"1.21","0.4","0.16","2.37",,,,2,6,"Top",,,,,455117,,,-4.661151124210627,-135.8191531381071,-4.771659888764914,16.03871259783955,31.275505923552906,-26.301999494956213,"3.51","1.57",203,"71.4",27,"92.8",2116,"6.1",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.43",,,,,,,,44,1,"Sinker",3,3,3,3,3,3,3,3,"Standard","Standard",147,"0","-0.017"
"SI","2022-06-17","95.2","0.76","6.21","Valdez, Framber",669394,664285,,"swinging_strike",,,,,2,"Jake Burger strikes out swinging.","R","R","L","HOU","CWS","S",,,0,1,2022,"1.43","0.97","-0.22","2.79",,,,1,6,"Top",,,,,455117,,,-5.691915004552952,-138.461857281033,-5.382172153640384,19.636864089230762,33.99280581300006,-18.623793034101276,"3.26","1.54",,,,"93.7",2212,"5.6",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.86",,,,,,,,43,2,"Sinker",3,3,3,3,3,3,3,3,"Standard","Standard",146,"0","-0.031"
"SI","2022-06-17","92","0.97","6.02","Valdez, Framber",669394,664285,,"swinging_strike",,,,,8,"Jake Burger strikes out swinging.","R","R","L","HOU","CWS","S",,,0,0,2022,"1.48","0.82","0.1","2.07",,,,1,6,"Top",,,,,455117,,,-5.400977103400643,-133.7686172458306,-5.903822791711002,18.886433931954663,31.16389258631329,-21.171656899615108,"3.26","1.54",,,,"91.6",2166,"6.3",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.21",,,,,,,,43,1,"Sinker",3,3,3,3,3,3,3,3,"Standard","Standard",139,"0","-0.024"
"SI","2022-06-17","95","1.01","6.12","Valdez, Framber",547989,664285,"field_out","hit_into_play",,,,,14,"Jose Abreu grounds out, second baseman Jose Altuve to first baseman Yuli Gurriel.","R","R","L","HOU","CWS","X",4,"ground_ball",1,1,2022,"1.42","0.7","0.84","2.38",,,,0,6,"Top",147.33,148.37,,,455117,,,-3.61863227568125,-138.2085569789819,-5.6110624607586725,18.997321338331016,34.26118220644799,-22.13188171491797,"3.51","1.65",4,"91.2",-26,"94.3",2213,"6.2",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.33",0.077,0.069,"0",1,0,0,2,42,3,"Sinker",3,3,3,3,3,3,3,3,"Standard","Standard",140,"0.033","-0.212"
"SI","2022-06-17","93","0.77","6.21","Valdez, Framber",547989,664285,,"called_strike",,,,,1,"Jose Abreu grounds out, second baseman Jose Altuve to first baseman Yuli Gurriel.","R","R","L","HOU","CWS","S",,,1,0,2022,"1.27","0.41","-0.41","3.23",,,,0,6,"Top",,,,,455117,,,-5.736407876522144,-135.37520472460355,-2.7263935348767654,16.87999903741871,30.442417369381687,-26.730406340660945,"3.42","1.52",,,,"92.1",2275,"5.8",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.68",,,,,,,,42,2,"Sinker",3,3,3,3,3,3,3,3,"Standard","Standard",145,"0","-0.043"
"SI","2022-06-17","94.7","0.81","6.12","Valdez, Framber",673357,664285,"field_out","hit_into_play",,,,,13,"Luis Robert grounds out, pitcher Framber Valdez to first baseman Yuli Gurriel.","R","R","L","HOU","CWS","X",1,"ground_ball",1,0,2022,"1.44","0.42","-0.01","1.23",,,683734,2,5,"Top",135.14,186.54,,,455117,,,-5.360640799461453,-137.55289076990522,-7.979704938646308,19.495285940843104,33.74650404111206,-25.073702049200215,"3.76","1.81",0,"70.2",-72,"94.5",2223,"6.5",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"53.99",0.22,0.198,"0",1,0,0,2,38,2,"Sinker",3,3,3,3,3,3,3,3,"Standard","Standard",146,"0.031","-0.25"
"SI","2022-06-17","94.4","0.69","6.12","Valdez, Framber",673357,664285,,"ball",,,,,13,"Luis Robert grounds out, pitcher Framber Valdez to first baseman Yuli Gurriel.","R","R","L","HOU","CWS","B",,,0,0,2022,"1.4","0.47","-0.4","1.05",,,683734,2,5,"Top",,,,,455117,,,-5.890491277592001,-137.05420843956338,-8.397328982767736,18.908288508890376,34.737942524757344,-24.39192928470933,"3.65","1.7",,,,"93",2200,"5.9",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.56",,,,,,,,38,1,"Sinker",3,3,3,3,3,3,3,3,"Standard","Standard",131,"0","0.032"
"SI","2022-06-17","94.9","0.58","6.22","Valdez, Framber",572041,664285,,"foul",,,,,5,"AJ Pollock grounds out, third baseman Alex Bregman to first baseman Yuli Gurriel.","R","R","L","HOU","CWS","S",,,1,0,2022,"1.32","0.94","-0.12","2.52",,,,1,5,"Top",,,,,455117,,,-4.716276645427304,-137.9907941033726,-6.008580683766423,17.879501879276216,34.534034290989425,-18.935753750493674,"3.63","1.73",180,"83.3",65,"93.3",2156,"5.7",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.84",,,,,,,,36,2,"Sinker",3,3,3,3,3,3,3,3,"Standard","Standard",141,"0","-0.031"
"SI","2022-06-17","96.2","0.58","6.2","Valdez, Framber",664901,664285,,"ball",,,,,13,"Danny Mendick grounds out, shortstop Aledmys Diaz to first baseman Yuli Gurriel.","R","R","L","HOU","CWS","B",,,0,2,2022,"1.32","0.58","-0.34","0.32",,,,0,5,"Top",,,,,455117,,,-5.416449880307754,-139.58178636779934,-11.240687419140501,18.462596508102916,33.28892864088803,-22.16240455280364,"3.28","1.5",,,,"95.8",2188,"6.3",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.17",,,,,,,,35,3,"Sinker",3,3,3,3,3,3,3,3,"Standard","Standard",150,"0","0.017"
"SI","2022-06-17","94.6","0.8","6.19","Valdez, Framber",664901,664285,,"called_strike",,,,,9,"Danny Mendick grounds out, shortstop Aledmys Diaz to first baseman Yuli Gurriel.","R","R","L","HOU","CWS","S",,,0,1,2022,"1.41","0.67","0.28","1.71",,,,0,5,"Top",,,,,455117,,,-4.425788462360645,-137.47779612654438,-7.372864841719811,18.787186640480986,33.32970577062439,-22.128173125537995,"3.28","1.56",,,,"93.1",2213,"5.7",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.8",,,,,,,,35,2,"Sinker",3,3,3,3,3,3,3,3,"Standard","Standard",145,"0","-0.046"
"SI","2022-06-17","93","1.06","6.08","Valdez, Framber",664901,664285,,"foul",,,,,7,"Danny Mendick grounds out, shortstop Aledmys Diaz to first baseman Yuli Gurriel.","R","R","L","HOU","CWS","S",,,0,0,2022,"0.86","0.79","-0.35","2.11",,,,0,5,"Top",,,,,455117,,,-5.500429203949146,-135.20229367989134,-6.109413275333116,11.741301419158722,29.472871359825383,-21.360092830312208,"3.37","1.63",168,"70.4",30,"93",2240,"6.3",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.16",,,,,,,,35,1,"Sinker",3,3,3,3,3,3,3,3,"Standard","Standard",144,"0","-0.034"
"SI","2022-06-17","94.9","0.7","6.32","Valdez, Framber",544725,664285,,"ball",,,,,12,"Leury Garcia reaches on a fielder's choice out, pitcher Framber Valdez to second baseman Jose Altuve to third baseman Alex Bregman.   Josh Harrison out at 3rd.    Leury Garcia to 2nd.","R","R","L","HOU","CWS","B",,,0,1,2022,"1.37","0.74","1.74","2.55",,543281,,1,4,"Top",,,,,455117,,,-0.3455095060288861,-138.0125581646896,-5.756178827032002,17.476632619031918,34.01853174941441,-21.604130999285093,"3.22","1.42",,,,"93.7",2157,"5.9",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.64",,,,,,,,30,2,"Sinker",3,3,3,3,3,3,3,3,"Standard","Standard",146,"0","0.029"
"SI","2022-06-17","95.4","0.82","6.21","Valdez, Framber",543281,664285,"single","hit_into_play",,,,,8,"Josh Harrison singles on a ground ball to second baseman Jose Altuve.   Josh Harrison to 2nd.  Josh Harrison advances to 2nd, on a throwing error by second baseman Jose Altuve.","R","R","L","HOU","CWS","X",4,"ground_ball",0,1,2022,"1.26","0.65","-0.01","1.67",,,,1,4,"Top",122.44,148.37,,,455117,,,-4.955837642982426,-138.5817241497888,-7.668016157851057,17.341917450206243,33.153465360098274,-22.164116307180574,"3.51","1.57",4,"104.1",-20,"94.4",2257,"5.9",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.56",0.2,0.192,"0.9",1,1,0,2,29,2,"Sinker",3,3,3,3,3,3,3,3,"Strategic","Standard",145,"-0.051","0.286"
"SI","2022-06-17","92.1","0.98","6.23","Valdez, Framber",543281,664285,,"called_strike",,,,,1,"Josh Harrison singles on a ground ball to second baseman Jose Altuve.   Josh Harrison to 2nd.  Josh Harrison advances to 2nd, on a throwing error by second baseman Jose Altuve.","R","R","L","HOU","CWS","S",,,0,0,2022,"1.07","0.69","-0.33","3.15",,,,1,4,"Top",,,,,455117,,,-5.579327419974519,-134.0152367372361,-3.446939647018896,14.105504714467259,30.43185369133602,-23.27018341120391,"3.49","1.48",,,,"90.9",2132,"5.6",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.85",,,,,,,,29,1,"Sinker",3,3,3,3,3,3,3,3,"Strategic","Standard",145,"0","-0.024"
"SI","2022-06-17","93.9","0.97","6.21","Valdez, Framber",669394,664285,"field_out","hit_into_play",,,,,5,"Jake Burger grounds out, shortstop Aledmys Diaz to first baseman Yuli Gurriel.","R","R","L","HOU","CWS","X",6,"ground_ball",0,0,2022,"1.05","0.59","0.05","2.54",,,,0,4,"Top",116.14,158.94,,,455117,,,-4.661405111607628,-136.6370896823356,-5.009502338038437,14.195761253717038,32.47106590073434,-23.850096840522735,"3.26","1.54",23,"108.5",-5,"93",2165,"5.9",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.58",0.429,0.405,"0",1,0,0,2,28,1,"Sinker",3,3,3,3,3,3,3,3,"Standard","Standard",152,"0.027","-0.221"
"SI","2022-06-17","96","0.68","6.21","Valdez, Framber",547989,664285,"strikeout","called_strike",,,,,13,"Jose Abreu called out on strikes.","R","R","L","HOU","CWS","S",2,,2,2,2022,"0.95","0.86","-0.83","2.24",,,,2,3,"Top",,,,,455117,,,-6.073921834586329,-139.5795513785599,-6.73978971620635,13.781963972491898,33.578362314400806,-19.586440347516124,"3.41","1.58",,,,"94.6",2250,"5.7",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.85",,,"0",1,0,0,,24,5,"Sinker",3,3,3,3,3,3,3,3,"Standard","Standard",143,"0.011","-0.083"
"SI","2022-06-17","94.9","0.9","6.17","Valdez, Framber",547989,664285,,"called_strike",,,,,7,"Jose Abreu called out on strikes.","R","R","L","HOU","CWS","S",,,0,0,2022,"0.96","0.62","-0.38","2.09",,,,2,3,"Top",,,,,455117,,,-5.484111206655463,-138.00581000589884,-6.350250585074139,13.50408590548335,32.361553815591634,-22.967441798172036,"3.49","1.63",,,,"94.2",2230,"6",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.46",,,,,,,,24,1,"Sinker",3,3,3,3,3,3,3,3,"Standard","Standard",144,"0","-0.017"
"SI","2022-06-17","93.7","0.92","6.15","Valdez, Framber",673357,664285,,"foul",,,,,7,"Luis Robert strikes out swinging.","R","R","L","HOU","CWS","S",,,1,1,2022,"0.93","0.78","-0.44","2.13",,,,1,3,"Top",,,,,455117,,,-5.519948990480972,-136.26904435211765,-6.26243903958004,12.834210025921804,32.00309530522837,-21.235986457618466,"3.76","1.81",3,"88.1",-32,"92.5",2149,"5.8",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.71",,,,,,,,23,3,"Sinker",3,3,3,3,3,3,3,3,"Infield shift","Standard",144,"0","-0.036"
"SI","2022-06-17","94.2","0.91","6.15","Valdez, Framber",673357,664285,,"swinging_strike",,,,,13,"Luis Robert strikes out swinging.","R","R","L","HOU","CWS","S",,,1,0,2022,"1.08","0.49","-0.49","1.34",,,,1,3,"Top",,,,,455117,,,-5.971653248624337,-136.91374740845004,-7.754307157051955,14.951280421103512,32.197831319929584,-24.365229299221927,"3.76","1.81",,,,"93",2260,"5.8",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.73",,,,,,,,23,2,"Sinker",3,3,3,3,3,3,3,3,"Infield shift","Standard",141,"0","-0.031"
"SI","2022-06-17","93","0.88","6.19","Valdez, Framber",572041,664285,"home_run","hit_into_play",,,,,5,"AJ Pollock homers (4) on a fly ball to right center field.    Seby Zavala scores.    Danny Mendick scores.","R","R","L","HOU","CWS","X",,"fly_ball",0,0,2022,"1.09","0.86","0.21","2.9",664874,,664901,0,3,"Top",174.73,43.57,,,455117,,,-4.079717093456225,-135.32947795441044,-4.478943673569817,14.26149931760228,31.416998340304037,-20.864936886014736,"3.63","1.73",403,"105.4",24,"92.2",2129,"6",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.53",0.869,1.63,"2",1,0,3,6,21,1,"Sinker",3,0,0,3,3,3,3,3,"Standard","Standard",147,"-0.183","1.741"
"SI","2022-06-17","93.5","1.04","6.12","Valdez, Framber",664874,664285,"double","hit_into_play",,,,,4,"Seby Zavala doubles (1) on a ground ball to left fielder Yordan Alvarez.","R","R","L","HOU","CWS","X",7,"ground_ball",3,2,2022,"1.14","0.67","-0.59","2.36",,,,0,3,"Top",40.15,112.74,,,455117,,,-6.630575757017745,-135.8522720126408,-5.3272987898889825,15.549589275351806,31.397890199259912,-22.892363709169835,"3.23","1.48",48,"93.4",0,"92.3",2178,"5.8",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.69",0.357,0.35,"1.25",1,1,1,2,19,7,"Sinker",3,0,0,3,0,3,0,3,"Standard","Standard",146,"-0.056","0.556"
"SI","2022-06-17","95.3","0.74","6.32","Valdez, Framber",664874,664285,,"foul",,,,,5,"Seby Zavala doubles (1) on a ground ball to left fielder Yordan Alvarez.","R","R","L","HOU","CWS","S",,,2,2,2022,"1.18","0.76","-0.14","2.46",,,,0,3,"Top",,,,,455117,,,-4.930159480176615,-138.56395961281905,-6.133126268539842,16.255724273447118,32.14027085549975,-21.203459706512117,"3.23","1.48",282,"93.4",44,"94.5",2157,"5.9",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.57",,,,,,,,19,5,"Sinker",3,0,0,3,0,3,0,3,"Standard","Standard",153,"0","0"
"SI","2022-06-17","94.1","0.91","6.23","Valdez, Framber",664874,664285,,"called_strike",,,,,11,"Seby Zavala doubles (1) on a ground ball to left fielder Yordan Alvarez.","R","R","L","HOU","CWS","S",,,1,0,2022,"0.87","0.69","-0.29","3.63",,,,0,3,"Top",,,,,455117,,,-4.991916026018444,-137.02380260971714,-2.5496018952301123,12.082680951643153,31.007837595279337,-23.14728950274016,"3.28","1.58",,,,"93.2",2188,"5.8",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.75",,,,,,,,19,2,"Sinker",3,0,0,3,0,3,0,3,"Standard","Standard",155,"0","-0.043"
"SI","2022-06-17","91.8","1.15","6.18","Valdez, Framber",664874,664285,,"ball",,,,,12,"Seby Zavala doubles (1) on a ground ball to left fielder Yordan Alvarez.","R","R","L","HOU","CWS","B",,,0,0,2022,"1.04","0.36","0.87","4.64",,,,0,3,"Top",,,,,455117,,,-2.9294737812749334,-133.66552044236354,1.1483824951787565,13.027323138660492,30.43948861268123,-28.317759575206082,"3.31","1.63",,,,"90.8",2097,"5.8",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.74",,,,,,,,19,1,"Sinker",3,0,0,3,0,3,0,3,"Standard","Standard",148,"0","0.033"
"FC","2022-06-17","82.9","1.03","6.09","Valdez, Framber",544725,664285,,"foul",,,,,8,"Leury Garcia called out on strikes.","R","R","L","HOU","CWS","S",,,2,2,2022,"-0.23","-0.38","-0.05","2.09",,,,2,2,"Top",,,,,455117,,,-2.013774076959033,-120.74542584004918,-1.9167102897065318,-1.872101833331513,23.531101271006417,-35.78001078391757,"3.29","1.57",5,"71.8",-22,"82.6",2673,"6.1",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.45",,,,,,,,12,5,"Cutter",2,0,0,2,0,2,0,2,"Standard","Standard",318,"0","0"
"SI","2022-06-17","94.8","0.92","6.2","Valdez, Framber",544725,664285,,"foul",,,,,3,"Leury Garcia called out on strikes.","R","R","L","HOU","CWS","S",,,2,1,2022,"1.26","0.62","0.31","3.16",,,,2,2,"Top",,,,,455117,,,-4.367552979588386,-137.84085487437872,-3.5631087562424173,16.98882830083175,33.90487658441818,-23.699465703317802,"3.29","1.57",281,"86.3",38,"93.5",2168,"5.8",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.68",,,,,,,,12,4,"Sinker",2,0,0,2,0,2,0,2,"Standard","Standard",146,"0","-0.031"
"SI","2022-06-17","93.6","0.94","6.16","Valdez, Framber",544725,664285,,"swinging_strike",,,,,5,"Leury Garcia called out on strikes.","R","R","L","HOU","CWS","S",,,2,0,2022,"1.25","0.39","-0.23","2.4",,,,2,2,"Top",,,,,455117,,,-5.735453380113811,-136.02937915978174,-4.703528367520699,16.803432130282985,33.31533893851702,-26.44597891197827,"3.29","1.57",,,,"92.5",2182,"5.9",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.56",,,,,,,,12,3,"Sinker",2,0,0,2,0,2,0,2,"Standard","Standard",149,"0","-0.023"
"SI","2022-06-17","92.2","1.1","6.03","Valdez, Framber",544725,664285,,"ball",,,,,11,"Leury Garcia called out on strikes.","R","R","L","HOU","CWS","B",,,1,0,2022,"1.07","0.62","-1.51","2.91",,,,2,2,"Top",,,,,455117,,,-8.883462710386612,-133.8902979571829,-3.379512556042913,14.936870354222787,32.03229594514011,-24.12218565218735,"3.27","1.48",,,,"91",2251,"5.9",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.56",,,,,,,,12,2,"Sinker",2,0,0,2,0,2,0,2,"Standard","Standard",142,"0","0.023"
"SI","2022-06-17","95","0.99","6.17","Valdez, Framber",660162,664285,"field_out","hit_into_play",,,,,3,"Yoan Moncada grounds out, shortstop Aledmys Diaz to first baseman Yuli Gurriel.","R","R","L","HOU","CWS","X",6,"ground_ball",1,1,2022,"1.15","0.48","0.52","3.2",,,,1,2,"Top",113.29,163.13,,,455117,,,-3.7861216726626346,-138.27167817842906,-3.1298552077697193,15.638429143767192,33.04907775322389,-25.57238118753437,"3.38","1.56",3,"86.6",-48,"93.8",2233,"5.7",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.79",0.111,0.102,"0",1,0,0,2,11,3,"Sinker",2,0,0,2,0,2,0,2,"Infield shift","Standard",144,"0.016","-0.148"
"SI","2022-06-17","94.2","1","6.16","Valdez, Framber",660162,664285,,"called_strike",,,,,1,"Yoan Moncada grounds out, shortstop Aledmys Diaz to first baseman Yuli Gurriel.","R","R","L","HOU","CWS","S",,,1,0,2022,"1.36","0.47","-0.66","3.16",,,,1,2,"Top",,,,,455117,,,-7.250833999898844,-136.88102719562352,-3.0353250965466745,18.78578682662728,33.75868006818553,-25.810024676442247,"3.29","1.45",,,,"92.7",2191,"5.8",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.74",,,,,,,,11,2,"Sinker",2,0,0,2,0,2,0,2,"Infield shift","Standard",138,"0","-0.031"
"SI","2022-06-17","95.2","0.93","6.23","Valdez, Framber",669394,664285,,"foul",,,,,14,"Jake Burger strikes out swinging.","R","R","L","HOU","CWS","S",,,0,1,2022,"1.5","0.33","0.14","1.15",,,,0,2,"Top",,,,,455117,,,-5.3799099239021135,-138.33206204557436,-8.2823385505256,20.44276026642878,33.7795863437048,-26.205751271853064,"3.26","1.54",,,,"94.1",2214,"6",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.54",,,,,,,,10,2,"Sinker",2,0,0,2,0,2,0,2,"Standard","Standard",144,"0","-0.046"
"SI","2022-06-17","95.6","0.78","6.25","Valdez, Framber",547989,664285,"strikeout","swinging_strike",,,,,12,"Jose Abreu strikes out swinging.","R","R","L","HOU","CWS","S",2,,0,2,2022,"0.93","0.76","0.13","3.81",,,673357,2,1,"Top",,,,,455117,,,-3.7972962299647133,-139.20824687245724,-2.5267577229282456,12.885532079622925,32.35245662035016,-21.91252937630914,"3.51","1.65",,,,"95.2",2261,"6.1",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.4",,,"0",1,0,0,,4,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",143,"0.022","-0.135"
"SI","2022-06-17","95.2","0.72","6.18","Valdez, Framber",547989,664285,,"called_strike",,,,,5,"Jose Abreu strikes out swinging.","R","R","L","HOU","CWS","S",,,0,1,2022,"1.39","0.67","-0.01","2.75",,,673357,2,1,"Top",,,,,455117,,,-4.986676272689682,-138.45745237112703,-4.785216111407932,18.958680965407087,34.51661468608988,-22.643701479211888,"3.49","1.56",,,,"94.1",2256,"5.9",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.56",,,,,,,,4,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",146,"0","-0.048"
"SI","2022-06-17","92.8","0.81","6.22","Valdez, Framber",547989,664285,,"called_strike",,,,,3,"Jose Abreu strikes out swinging.","R","R","L","HOU","CWS","S",,,0,0,2022,"1.29","0.56","0.35","2.99",,,673357,2,1,"Top",,,,,455117,,,-3.967632200050153,-135.0740311974419,-3.655284404004292,16.619252099829882,32.56407080425029,-24.683786007112698,"3.47","1.56",,,,"92.2",2170,"6.1",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.37",,,,,,,,4,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",146,"0","-0.035"
"SI","2022-06-17","95.3","1.03","6.08","Valdez, Framber",673357,664285,,"ball",,,,,13,"Luis Robert singles on a ground ball to shortstop Aledmys Diaz.","R","R","L","HOU","CWS","B",,,0,0,2022,"1.05","0.36","-0.92","1.08",,,,2,1,"Top",,,,,455117,,,-7.43451479553546,-138.48447245682846,-8.242058540430316,15.122982818920299,31.55985224785295,-25.819751682912415,"3.57","1.7",,,,"94.8",2210,"6.1",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.37",,,,,,,,3,1,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",139,"0","0.015"
"SI","2022-06-17","94.4","0.9","6.17","Valdez, Framber",683734,664285,,"foul",,,,,13,"Andrew Vaughn strikes out on a foul tip.","R","R","L","HOU","CWS","S",,,0,1,2022,"1.08","0.55","-0.35","1.28",,,,1,1,"Top",,,,,455117,,,-5.6169048102051,-137.1773097021921,-8.175656152200013,14.863386329129789,31.692130834745946,-23.53071515639348,"3.37","1.61",2,"71.9",-28,"93.5",2237,"5.9",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.57",,,,,,,,2,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",147,"0","-0.031"
"SI","2022-06-17","94","1.06","6.19","Valdez, Framber",572041,664285,,"foul",,,,,3,"AJ Pollock flies out sharply to center fielder Chas McCormick.","R","R","L","HOU","CWS","S",,,2,1,2022,"1.14","0.61","0.48","3.48",,,,0,1,"Top",,,,,455117,,,-4.022750957781529,-136.73923764273786,-2.6065826934689205,15.171894761111224,33.15638062795676,-24.193346129236,"3.63","1.73",241,"87.7",53,"93.2",2233,"6.1",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.43",,,,,,,,1,4,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",144,"0","-0.066"
"SI","2022-06-17","95.2","0.93","6.16","Valdez, Framber",572041,664285,,"ball",,,,,13,"AJ Pollock flies out sharply to center fielder Chas McCormick.","R","R","L","HOU","CWS","B",,,0,1,2022,"1.21","0.58","-0.98","1.59",,,,0,1,"Top",,,,,455117,,,-7.625629043171959,-138.26390428489162,-7.5383405770624075,17.274187015824797,32.05188585793616,-23.15647348869614,"3.56","1.64",,,,"94",2142,"5.8",662757,664285,455117,493329,514888,608324,649557,670541,676801,663656,"54.73",,,,,,,,1,2,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",139,"0","0.025"
